E_A_max,E_B_max,k_A,k_B,D_1,D_2
7.191648388447707,2.8083516115522933,234.92426416672947,73.18125999072504,2.3250330747534274e-07,4.763914966715464e-07
4.5110275180164185,5.4889724819835815,6.103205153112297,2.6820222942053915,2.2728667152619367e-08,4.933921198290934e-06
7.86878335929106,2.1312166407089403,648.4860621059478,255.54737427885476,5.099414097140417e-07,6.82614339507833e-08
6.578944232474911,3.4210557675250888,40.1031381977887,0.9202559647342998,2.9463645741246888e-08,1.1965550384586856e-08
1.7534187831011963,8.246581216898804,0.29080070915878425,14.242097689061717,1.523614165216628e-08,2.1230734096356263e-06
8.804978813094047,1.1950211869059526,347.03394154854647,0.5452012822786061,3.133310977784453e-07,1.2797731075881583e-06
7.089117615922824,2.9108823840771763,9.058593332774889,9.576404135966424,9.249544585111359e-07,4.32987079489281e-07
7.2885144422156305,2.7114855577843695,0.36860045917203543,0.4072546351519599,3.6512529361510514e-06,2.7927251055647197e-06
2.024909061404367,7.975090938595633,0.4080943061054449,0.442908992004903,2.2310364302166953e-06,3.3132416943016095e-06
4.603087503164537,5.396912496835463,56.251711464209585,28.112114185522195,3.730109132845766e-06,5.803766402277086e-07
3.96638419386065,6.03361580613935,0.15469989784565294,1.1353876572094677,1.9063661259311367e-06,7.902843388461977e-06
8.414119910788814,1.5858800892111855,1.4007965377292786,0.4891802405374325,1.287413890788955e-06,1.4425665009442535e-06
6.150920960645316,3.8490790393546837,0.3623684362712634,523.6884559574021,1.0725380475347985e-08,1.0730652438855204e-06
7.58209290616664,2.41790709383336,5.81178739203337,0.14859801324937183,7.55626073901045e-07,1.2141305239799294e-07
4.547313590618649,5.452686409381351,4.543756902809093,18.221849308753207,2.29850478616955e-08,1.0157240503176713e-08
2.817909774278215,7.182090225721785,12.2322328258219,15.59751339724188,1.499689659555195e-08,5.2823603167865135e-08
5.436678296126678,4.563321703873322,1.3138485811940377,1.0056236944295407,2.9460251924271163e-08,1.9577693290286485e-06
1.5105380488334026,8.489461951166597,0.1343304153256316,6.4727223838075965,2.9503700063141755e-06,1.3477637254188619e-06
7.621049375940657,2.3789506240593434,28.67770719095274,0.2243629451979063,1.7043083795817026e-06,9.84161642503497e-08
6.053315192976519,3.9466848070234812,3.125158233690996,76.75038871230113,7.019678397180086e-06,7.529201561159587e-07
7.064701920682991,2.9352980793170094,40.30324317747361,0.7705282988850314,8.648260761588599e-06,3.8535627779329126e-08
3.836207745038947,6.163792254961053,0.2720619980382092,0.5936649915353557,4.784669662716881e-06,6.178501519322073e-08
8.765584195159226,1.2344158048407738,0.1135296819456397,1.8176652861054632,2.504829404822725e-08,6.953833401065095e-06
8.144968970577581,1.8550310294224186,0.984412209489063,406.8924964486073,4.316663775044017e-06,1.7359680138636665e-07
7.227067976590095,2.772932023409905,6.701766495534675,153.41456505365926,3.2802836883238845e-06,5.43203779352489e-08
2.5571096628157406,7.442890337184259,3.769536012031935,613.1534334903122,4.104474667507416e-06,2.8928421753875134e-07
4.733768029816273,5.266231970183727,174.26502025084275,40.536792709870966,2.8513915046780507e-08,1.4489307833847523e-07
1.3504301262978302,8.64956987370217,3.2460154064455153,44.842110458267214,2.240657534194681e-08,1.5437860493558377e-06
2.2343159365403826,7.765684063459617,13.236242596971866,8.320012862631758,5.907811620871522e-06,7.697475574343418e-06
6.464391625939637,3.535608374060363,23.66259495634064,417.58538789088595,3.322614434124787e-08,5.959533609495034e-07
6.958097247262537,3.041902752737463,0.12227159192710566,11.053723505771039,1.276042658210214e-07,5.935284769100401e-07
8.74007785947368,1.2599221405263208,11.495649330767868,2.631723649410798,2.333213864702066e-07,1.2430871473310762e-07
3.6066028651052155,6.3933971348947845,2.3951076483372513,36.433428334863656,2.3622593872787856e-08,4.941886831811014e-07
3.963677648278951,6.036322351721049,4.843067373849688,15.295299084483547,1.153195301068713e-08,9.077925183815719e-08
4.756446490206463,5.243553509793537,0.25185442981795425,0.3133857619158096,9.60000389623516e-06,1.0075723081064965e-08
2.5157708726742856,7.484229127325714,135.2951606269213,3.723073891017758,4.2655175632833126e-06,3.965413845603563e-06
2.039372042683773,7.960627957316227,588.3245932655547,1.7918499725548975,5.457751881757409e-06,1.942371318564615e-07
4.80563940980747,5.19436059019253,0.12276520193234391,243.9692550215471,7.139851972315176e-08,2.9940941668723855e-07
2.815274792407073,7.184725207592927,25.43847375930385,3.276198656527864,4.5740901335888636e-08,1.7803391668610205e-08
6.358511957460083,3.641488042539917,113.59946057842396,193.29513813584754,1.8949583746025868e-07,3.2458731260355515e-06
4.497215350978646,5.502784649021354,1.3779401498013752,5.882451776842703,2.2906466809501272e-07,3.24347990150752e-08
7.6614255684626995,2.3385744315373005,141.32608861450012,103.27667653173155,1.0394373460858995e-08,1.7055461538140699e-07
6.602120816017993,3.397879183982007,33.83920902509277,0.34763837728431657,2.1765033386450417e-06,3.3173908403376612e-06
3.4989331310563285,6.5010668689436715,520.775481443103,499.5752088801361,9.772397286091675e-06,2.362374905412379e-07
7.6580784111616085,2.3419215888383915,839.4971873463394,8.3606407624348,3.855428117233884e-07,6.21522716180623e-06
7.438114859974415,2.561885140025585,0.14770134700198082,1.0944425832543043,1.4614234946986245e-07,4.24563749683433e-08
4.099827032241396,5.900172967758604,6.0221427251998465,0.9246096578195551,1.5074943033427514e-07,1.3986159924470263e-06
3.306624831441953,6.693375168558047,15.415270513694736,1.1489712303140789,1.9419202768699997e-08,8.59004760579168e-06
6.459964031799804,3.540035968200196,0.3863428976909482,2.930196138370526,6.287607960078607e-08,4.454930279761512e-07
2.1180198688744785,7.8819801311255215,2.213825174469975,74.14436169308692,3.209211692900313e-07,1.1927562362885764e-06
2.5992656198008666,7.400734380199133,892.4621183761473,628.654706938548,1.9748949687555954e-07,1.512446352241395e-07
1.058898158008044,8.941101841991955,0.11612395675635331,47.440550560873845,4.3162266034830245e-07,1.7947832970895964e-06
7.295395020017107,2.704604979982893,6.457013971155755,15.4406324024549,3.5253070208657244e-06,5.328711029908411e-06
6.318806852736257,3.681193147263743,234.75696536142928,6.228611339307877,4.7394386741691276e-08,1.285780103681565e-06
6.641323029010681,3.358676970989319,1.9751725933314734,205.48393231059387,1.2105773465190863e-08,6.423713073054094e-06
7.245832248175743,2.754167751824257,8.302215669788083,250.3968203932587,1.3021959366509815e-08,5.833886237217393e-07
4.67132620430672,5.32867379569328,816.926497993441,1.4864513430261674,2.5264250332462725e-08,5.387810612063953e-07
5.54992956762315,4.45007043237685,7.934276771486882,651.1499246127877,5.145753219187753e-07,8.201289912764633e-08
2.1183759850212596,7.88162401497874,0.333952922620109,3.805935753206147,2.657996655317123e-06,1.3454961936189508e-06
1.9162405882877875,8.083759411712212,0.16102227811259115,158.60332099390183,4.57528147996562e-06,4.424432413001633e-06
6.347223694323773,3.652776305676227,604.8759117720078,736.6810735707593,8.04154702478892e-07,8.688577482300808e-07
4.76876964914506,5.23123035085494,1.1567450589987602,65.25779622132256,1.6196820058799068e-07,5.001700258350548e-08
5.521888851849511,4.478111148150489,10.381392860623935,0.44279520145071893,2.9076633640332753e-08,4.2887165537837033e-07
7.119990859328205,2.8800091406717954,0.2305722642194804,22.107916758685928,1.6004975671603999e-07,1.8527304993323654e-06
6.0777465600047265,3.9222534399952735,4.950174198648893,0.29861284992950476,9.936773755129407e-08,6.577940557773343e-06
5.428635205263967,4.571364794736033,525.317751864399,143.4062764497447,4.074531152017475e-06,2.9497699602749635e-08
5.473657285963308,4.526342714036692,10.224732964539681,1.3343221501240425,2.8850818074608435e-07,2.4126330505061033e-08
3.4316007845008976,6.568399215499102,766.5502104484286,60.375298679437094,4.770761434309359e-08,1.733127808541609e-07
1.2465426765435152,8.753457323456484,1.0847821965774669,436.8765123668373,7.351961099340133e-08,2.3814063557734566e-08
4.493739113858899,5.506260886141101,10.427518254924735,0.52971150138998,2.5669091237872563e-08,8.735479271587166e-06
2.7166773825562336,7.283322617443766,274.23518009736836,3.727617606958422,5.698444819991933e-06,1.874619377216069e-07
4.268229149797089,5.731770850202911,6.208824986918167,38.768156707940626,1.4159161609001445e-08,3.9887016901773973e-07
7.827224586145329,2.172775413854671,1.3120473072894026,4.771274150834249,1.0927951167715011e-08,4.800244336316018e-08
2.871515886922726,7.128484113077274,264.1809232919432,0.5003521456474442,3.539702809721856e-08,2.225247750139997e-07
1.4664219335125281,8.533578066487472,3.6270861875060763,0.13070327107183224,2.7078341042642368e-06,8.996670286650667e-06
3.2510711361759723,6.748928863824028,13.27067960942661,4.230508527564082,3.7187789149437056e-07,2.924566184321524e-07
3.348750062133469,6.651249937866531,805.5792397399896,39.52174451078422,7.542752581048822e-07,1.0628495118546716e-08
6.2953321178151604,3.7046678821848396,0.5571000263789024,19.766821141675617,1.1835729370281489e-07,5.340508255563194e-08
5.456257218730227,4.543742781269773,1.6054713019147318,0.4216624803089445,1.6070669015606853e-08,8.61716663920584e-06
7.271185672851308,2.728814327148692,0.1331307566343459,6.350000733667147,3.7023245554592646e-06,9.272621662146013e-06
6.3145083226191,3.6854916773808997,3.692757931720279,3.005274765535431,3.764287767134443e-08,4.28034987205422e-08
4.251094891520564,5.748905108479436,0.6320242214581725,1.2497110479368407,1.2565437132430763e-08,7.011198509127739e-07
7.512163077328277,2.4878369226717227,52.497635314125695,82.6199590606407,5.225314175332259e-07,1.7010809910163998e-08
2.3357833592616313,7.664216640738369,0.5312339659090227,1.7322402282396354,1.777737612703457e-08,5.399144207438542e-07
1.1816965850708838,8.818303414929115,50.03236239802895,14.473308169943365,1.9376956110863283e-08,2.386503658417231e-08
1.720382886205134,8.279617113794867,1.1321441133395016,493.05360789668606,2.518437018662874e-06,2.857489024269884e-06
6.778874804771602,3.2211251952283977,2.6355504654199775,14.358329948318632,2.984205785150043e-07,6.587565748541186e-06
4.695017842011099,5.304982157988901,2.4856650630375356,29.382695919259074,5.303045541161149e-08,3.3033943690067956e-08
2.2901742322688143,7.709825767731186,73.62189649561905,0.19632876951768305,1.1114227189115775e-07,2.4441986831738146e-07
5.008358200826908,4.991641799173092,7.34576537098219,0.5158656078832826,1.5407172199768086e-06,2.0236201510295566e-08
2.2184968217053473,7.781503178294653,2.7873762507732955,0.2533989419548051,1.581475376175327e-08,1.0409263951011451e-07
6.570563000621888,3.4294369993781118,257.3302702826442,114.61772746718128,2.2358457980543754e-08,1.567809401065621e-08
4.569250204592246,5.430749795407754,19.400034513734116,220.64003801965666,7.059697703930955e-07,6.217840596227615e-08
4.04816980877186,5.95183019122814,0.7166766997291382,0.5569563666296211,6.620872176349239e-07,9.346973281831556e-06
3.412096713183012,6.587903286816988,398.4420010820263,0.7535065011374281,8.267735106015568e-06,1.360848572173063e-08
6.042260744951108,3.9577392550488923,2.3474761258912404,1.9625880853821678,1.329377866688536e-07,3.7748959802238283e-06
3.8945008844271234,6.105499115572877,0.14319158954793373,23.137182266641574,1.5675914336157694e-08,1.7074882872541915e-08
1.701199354528808,8.298800645471193,9.514826991452646,30.703280142045582,4.098380764598735e-07,3.863587865124667e-07
1.9440472169641225,8.055952783035877,0.3131498570338015,55.84905566600173,8.223192089764835e-07,2.2717439350829086e-07
8.695181316396116,1.3048186836038838,0.8992196214462834,417.61013001760307,2.6230608007714342e-08,6.232524294421801e-06
8.268645525660856,1.7313544743391436,97.3741076469556,1.5141209270393827,4.556023133865195e-07,3.9550282220349603e-08
6.5976570704859965,3.4023429295140035,0.3334319816353741,43.15548053479671,3.9201380838110815e-08,3.459760580460746e-08
3.1269596916761566,6.873040308323843,168.95727537115675,17.3337042823587,3.4212922502419e-06,1.7625533271131247e-06
8.75341101878179,1.2465889812182098,559.2798240916296,1.6724338984387876,3.2024657030948427e-06,1.50369037309512e-06
7.230007231726357,2.769992768273643,26.676472530116598,426.2464219174646,1.9448552698109932e-07,1.2518298740541724e-06
6.735121513271965,3.264878486728035,69.41235321565678,0.24095372678410182,7.947482339831748e-06,1.1977918356027716e-08
4.594892017150309,5.405107982849691,71.50665119915034,70.4699733614123,8.696041894228642e-06,6.023918121137258e-08
3.177932494761272,6.822067505238728,935.9051327797357,81.5633118968403,2.4420427751880128e-08,3.3089144094776083e-06
1.7711276972279943,8.228872302772006,2.3235554914033534,458.4649200550155,1.2680647044916817e-07,6.347085730104169e-07
8.220819172350733,1.7791808276492667,0.4481528936852963,11.866492508865148,6.323600281824427e-07,6.405967960361871e-07
4.646210318668889,5.353789681331111,11.93078280588794,1.9341464406842712,1.7968566396069527e-08,7.722355955967758e-08
2.6189069183618425,7.3810930816381575,13.583110674832753,204.62687855882038,1.4059391076289757e-07,6.032804693653208e-08
3.44765299320522,6.55234700679478,0.5148135311289471,121.12704638664296,6.074579945658124e-08,6.912969870468753e-06
5.633756551535168,4.366243448464832,28.34246871831277,10.029111454075712,7.180433474643214e-06,1.5249859292832517e-06
2.4141822635138537,7.585817736486146,0.11389349860497872,117.87711620200751,1.716949290027653e-07,2.4021402119831345e-08
7.852914272739004,2.147085727260996,513.657471748213,1.1789690610058272,1.9409420796432442e-06,6.503105901285247e-06
7.068156238681681,2.9318437613183193,1.1436604728150612,22.804750316101025,1.4458262004955716e-07,5.586122502467164e-07
6.755703647607494,3.2442963523925057,0.1439596670550575,288.8908715780394,2.4856284507693803e-08,1.0002005772806925e-07
4.45674431820083,5.54325568179917,0.2710177690140825,1.8704151798587803,3.885568686047084e-06,1.5538830851979484e-07
